PMID	title	abstract
9164825	Regulation of c-fos and c-jun expression by calcitonin in human breast cancer cells.	Breast cancer cells (BCC) have calcitonin (CT) receptors, yet the action of the hormone on these cells is largely unknown. We found that CT produced a strong and transient time- and dose-dependent increase in c-fos mRNA in BCC lines. This event was prevented by a protein kinase A (PKA) inhibitor, H89. CT alone did not influence the expression of c-jun and of the tissue inhibitors of metalloproteases (timp) -1 and -2 mRNAs; however, it reduced the induction of these mRNAs by the protein kinase C (PKC) activator phorbol 12-myristate 13-acetate (PMA), without apparent changes in the half-life of the mRNA (measured for c-jun). Along the same line, CT reduced the c-jun induction and T-47D growth stimulation by epidermal growth factor (EGF) and insulin. These effects were mimicked by forskolin and/or prevented by H89, suggesting that PKA activation was involved. These results indicate that CT modulates in BCC the mRNA levels of two important growth-related early response genes (c-fos and c-jun) and of two other genes (timp-1 and -2) involved in the control of metastatic events.
9175764	Defects of insulin and IGF-1 action at receptor and postreceptor level in a patient with type A syndrome of insulin resistance.	The action of insulin and IGF-1 in comparison to non-diabetic controls was studied in cultured fibroblasts of a patient with an inherited syndrome of insulin resistance (Type A syndrome). Insulin binding was reduced due to decreased receptor affinity, but sequence analyses revealed no alterations of splicing or primary insulin receptor (IR) structure. Most likely due to the IR affinity defect analyses of signal transduction pathways showed an impairment of insulin action on glucose uptake, total RNA synthesis and phosphorylation as well as activity of MAP-kinase. In addition inducibility of c-fos mRNA level was strongly impaired by insulin and IGF-1, but comparable to controls by PDGF indicating a postreceptor defect. In conclusion, we provide evidence that genetic syndromes of insulin resistance can be associated with both, receptor and postreceptor defects.
9179186	Gene therapy of prostate cancer: p53, suicidal genes, and other targets.	Prostate tumor initiation and progression to malignancy may involve upregulation of the androgen receptor known to stimulate prostate cell proliferation; other etiologic mechanisms may include dysfunction of the apoptotic pathway but also deregulation in signal transduction and control of the cell cycle in prostate tissue; such abnormalities could arise from overexpression or mutations in a number of oncogenes or down-regulation by inactivating mutations, allelic loss, or other epigenetic mechanisms in tumor suppressor genes. The advantages and drawbacks of various delivery systems (retroviral, adenoviral, liposomes) used for human gene therapy are being considered. Several ex vivo and in vivo as well as cell culture studies are suggested for the therapy of the human prostate cancer using transfer and expression of genes that might be implicated in prostate carcinogenesis especially of the tumor suppressor p53. Expression of suicidal genes in prostate cancer cells using prostate-specific promoter and enhancer elements as well as targeting of the androgen receptor or the insulin-like growth factor genes with triplex technology in prostate cancer cells and their metastases, is expected to be of therapeutic value.
9181357	Genetics of type III hyperlipoproteinemia.	One hundred forty-seven relatives of 43 patients with "classical" type III hyperlipoproteinemia (HLP) having the apolipoprotein (apo) E2/2 phenotype were studied to determine the occurrence of hyperlipidemia and the presence of further possible genes for lipoprotein disorders in these families. In 12 pedigrees primary dyslipidemia was prevalent among patients and respective blood-relatives. In these kindreds the coexistent presence of genes for familial combined hyperlipidemia (n = 6), familial hypertriglyceridemia (n = 5), and familial hypercholesterolemia (n = 1), respectively, was supposed. Our results, therefore, confirm and extend previous data on the multifactorial genesis of the diseases. Besides homozygosity for a receptor binding-defective isoform of apo E (apo E2), additional genes for familial lipoprotein disorders might operate in the pathogenesis of type III HLP. This is the largest family study performed so far in this primary lipoprotein disorder.
9184166	Differential phosphorylation of pp120 by insulin and insulin-like growth factor-1 receptors: role for the C-terminal domain of the beta-subunit.	pp 120, a plasma membrane glycoprotein expressed by hepatocytes, is a substrate of the insulin receptor tyrosine kinase. Since insulin-like growth factor-1 (IGF-1) and insulin receptors are structurally homologous, we investigated whether pp120 is also a substrate of the IGF-1 receptor tyrosine kinase. IGF-1 receptor failed to phosphorylate pp120 in response to IGF-1 in stably transfected NIH 3T3 fibroblasts. However, replacement of the C-terminal domain of the beta-subunit of the IGF-1 receptor with the corresponding fragment in the insulin receptor restored ligand-stimulated pp120 phosphorylation, suggesting that this domain plays a regulatory role in pp120 phosphorylation. Since pp120 is the first identified substrate specific for the insulin vis-à-vis the IGF-1 receptor tyrosine kinase, the pp120 signaling pathway may constitute a novel mechanism for the distinct cellular effects of insulin and IGF-1, the former being principally involved in metabolism, and the latter in mitogenesis.
9184179	Expression of insulin-like growth factors (IGFs), their receptors and IGF binding protein-3 in normal, benign and malignant smooth muscle tissues.	To assess the role of insulin-like growth factors (IGFs) in growth and transformation of normal (myometrium) and tumorous smooth muscle cell (SMC) tissues, in situ hybridization (ISH) analysis for insulin-like growth factor I and II (IGF-I and IGF-II) mRNAs was combined with detection of IGF peptides, their receptors and IGF binding protein-3 (IGFBP-3). mRNAs for both IGFs were detected in smooth muscle cells in normal, benign and malignant SMC tissues, together with the IGF peptides, both IGF receptors and IGFBP-3. This suggests an autocrine role for both IGFs. Leiomyomas had higher IGF-I peptide levels and higher levels of type I IGF receptors than myometrium, supporting the idea that IGFs play a role in the growth and transformation of these tumours. Low-grade leiomyosarcomas contained more IGF-II mRNAs than myometrium and leiomyoma, fewer type II IGF/mannose 6-phosphate receptors and less IGFBP-3 than myometrium and, in addition, fewer IGF-I mRNAs and type I IGF receptors than leiomyoma. Intermediate- and high-grade leiomyosarcomas had intermediate levels of IGF-II mRNAs and peptide, ranging between those in myometrium and low-grade leiomyosarcomas. Thus, growth and transformation of leiomyosarcomas may be regulated by IGF-II, although more markedly in low-grade than in high-grade leiomyosarcomas. In conclusion, the various categories of SMC tissues are associated with a distinct expression pattern of the IGF system. This suggests that each category of SMC tumours arises as a distinct entity and that there is no progression of transformation in these tissues.
9185968	Chromogranin A plasma concentration and expression in pancreatic islet cell tumors of dogs and cats.	OBJECTIVES: To describe expression of the neuroendocrine marker chromogranin A (CgA) in canine and feline pancreatic islet cell tumors and their metastases, and to evaluate plasma CgA concentration in dogs and cats with insulinoma. SAMPLE POPULATION: Paraffin-embedded tissues from 25 canine and 2 feline pancreatic islet cell tumors, 5 canine and 6 feline exocrine pancreatic tumors, and normal pancreatic tissue from 2 dogs and 2 cats. Heparinized plasma samples from 3 dogs and 2 cats diagnosed with insulinoma, and 10 control plasma samples from each species. PROCEDURE: Immunohistochemical analysis was performed on the 42 tissue specimens, using antisera against CgA, neuron-specific enolase, insulin, somatostatin, glucagon, and pancreatic polypeptide. The 25 plasma samples were evaluated, using a soluble-phase, double-antibody, equilibrium radioimmunoassay directed against the amino- and carboxy-terminal peptides of bovine CgA. RESULTS: Chromogranin A expression was found in 76% of canine and 2 of 2 feline pancreatic islet cell tumors. Of 7 animals with CgA immunoreactivity in primary tumors, 6 also had CgA immunostaining of metastatic lesions. Plasma CgA concentration in 2 dogs with insulinoma (0.9, 1.0 ng/ml) exceeded the reference range established for 10 clinically normal control dogs (0.50 +/- 0.16 ng/ml). Feline plasma CgA samples had extensive nonspecific background immunoreactivity. CONCLUSIONS: Chromogranin A is a useful immunohistochemical marker for pancreatic tumors of neuroendocrine origin and their metastases. Plasma CgA concentration determined by radioimmunoassay was high in 2 dogs with insulinoma. CLINICAL RELEVANCE: Immunohistochemical staining of tissues or cytologic specimens for CgA and/or neuron-specific enolase may help distinguish masses of unknown origin as neuroendocrine in nature. Increase in plasma CgA concentration may be useful diagnostically for animals with suspected neuroendocrine tumors.
9187620	Dietary soybean protein increases insulin receptor gene expression in Wistar fatty rats when dietary polyunsaturated fatty acid level is low.	To investigate the effects of different dietary fatty acids and proteins on glucose tolerance and insulin receptor gene expression, Wistar fatty rats (genetically obese, noninsulin-dependent diabetes mellitus) and their lean littermates (8 wk old) were fed a casein or soybean protein diet containing 9% partially saturated beef tallow (plus 1% corn oil), 10% corn oil or 10% fish oil for 3 wk. In glucose tolerance tests, plasma insulin concentrations were significantly higher in obese rats fed corn oil or fish oil than in those fed partially saturated beef tallow, particularly in the soybean protein groups. However, plasma glucose concentrations were not significantly affected by dietary protein or fat. The insulin receptor mRNA concentrations in livers and adipose tissues were higher in rats fed soybean protein/partially saturated beef tallow than in those fed any other protein/fat combination. Dietary soybean protein may help to reduce the insulin resistance, but only when a diet low in polyunsaturated fatty acids is consumed. On the other hand, the insulin receptor mRNA concentrations in adipose tissue were generally lower in the obese rats of all dietary groups than in the lean rats, suggesting that insulin resistance may be due to a defect of insulin receptor gene expression.
9191061	Apparent protection from instability of repeat sequences in cancer-related genes in replication error positive gastrointestinal cancers.	Genomic instability at simple repeated sequences has been observed in various types of human cancers and is considered an important mechanism in tumorigenesis. Alterations at microsatellite loci have been reported scattered throughout the genome. Recently, the transforming growth factor-beta receptor type II (TGF-beta RII) and the insulin-like growth factor II receptor (IGF-IIR) genes were shown to have inactivating mutations within coding microsatellite sequences. The demonstration of mutations in two growth regulatory genes supports the idea that other regulatory genes with repeat sequences may also be targets in tumours with defective mismatch repair. We examined genes involved in tumour suppression, cell adhesion and cell cycle regulation for mutations at small repeat sequences in replication error positive gastrointestinal cancers. Several polymorphisms were found which exhibited instability, but no other instability was present in the regions examined.
9191540	Denaturing gradient-gel electrophoresis screening of familial defective apolipoprotein B-100 in a mixed Asian cohort: two cases of arginine3500-->tryptophan mutation associated with a unique haplotype.	The Arg-to-Trp substitution at codon 3500 in the apolipoprotein (apo) B-100 gene is established as a cause of familial defective apo B-100 (FDB), a functional mutation, resulting in reduced LDL receptor binding and manifest hypercholesterolemia. In a search for similar mutations in 163 Malaysians, we screened the putative receptor-binding region (codons 3456-3553) of the apo B-100 gene by PCR amplification and denaturing gradient-gel electrophoresis. Four single-base mutations were detected and confirmed by DNA sequencing. Two females, a Chinese and a Malay, had the same CGG3500-->TGG mutation, resulting in an Arg3500-to-Trp substitution. This is the second published report of such an independent mutation involving the same codon as the established Arg3500-to-Gln mutation. The two other mutations detected, CTT3517-->CTG and GCC3527-->GCT, resulted in degenerate codons with no amino acid substitutions. All four mutations were associated with a unique apo B haplotype, different from those found in Caucasian FDB patients but concurring with that previously reported for two other Asians with FDB.
9195949	Tyr624 and Tyr628 in insulin receptor substrate-2 mediate its association with the insulin receptor.	In addition to the pleckstrin homology domain and the phosphotyrosine binding domain in insulin receptor substrate (IRS)-1 and IRS-2, a region between amino acids 591 and 786 in IRS-2 (IRS-2-(591-786)) binds to the insulin receptor. Based on peptide competition studies, this region interacts with the phosphorylated regulatory loop of the insulin receptor; we designate this region the kinase regulatory loop binding (KRLB) domain. Two tyrosine residues in the KRLB domain at positions 624 and 628 are crucial for this interaction. Phosphorylation of tyrosine residues in the KRLB domain by the insulin receptor inhibits the binding to the receptor. These results reveal a novel mechanism regulating the interaction of the insulin receptor and IRS-2 that may distinguish the signal of IRS-2 from IRS-1.
9195961	Membrane-associated insulin-like growth factor-binding protein-3 inhibits insulin-like growth factor-I-induced insulin-like growth factor-I receptor signaling in ishikawa endometrial cancer cells.	The function of cell surface-associated insulin-like growth factor-binding proteins (IGFBPs) is controversial. Both inhibition and facilitation of IGF action as well as IGF-independent effects have been reported. We examined the influence of endogenous cell surface-associated IGFBPs on IGF-I receptor (IGF-IR) function in Ishikawa endometrial cancer cells by comparing the effects of IGF-I and its truncated analog des-(1-3)-IGF-I on several components of the IGF-IR signal transduction pathway in the absence of significant amounts of soluble IGFBPs. IGF-I and des-(1-3)-IGF-I are known to have similar affinities for IGF-IR, although the affinity of des-(1-3)-IGF-I for IGFBPs is greatly reduced. Here we show that the two ligands were equipotent not only in IGF-IR binding but also in receptor activation in NIH 3T3 cells overexpressing IGF-IR and possessing a relatively small number of cell surface-associated IGFBPs. In contrast, des-(1-3)-IGF-I manifested a remarkably higher potency as compared with IGF-I in inducing short and middle term cellular responses in IGF-IR-transfected Ishikawa endometrial cancer cells possessing a high number of both the receptor and the cell membrane-bound IGFBP-3. Thus, this difference in the effects of IGF-I and des-(1-3)-IGF-I can be attributed to the attenuation of IGF-I-mediated IGF-IR signaling by membrane-bound IGFBP-3.
9199203	Insulin-like growth factor I induces tumor hexokinase RNA expression in cancer cells.	Increased glycolysis is a characteristic of cancer cells. Though less efficient in energy production, it ensures continuous supply of energy and phosphometabolites for biosynthesis enabling metastatic and less vascularized cancer cells to proliferate even under hypoxic conditions. Since hexokinase is the first rate limiting enzyme in the glycolytic pathway, elevated levels of Type II like hexokinase in tumors are of great significance in this context. Under normal conditions insulin regulates expression of hexokinase Type II isoenzyme, which is predominantly expressed in muscle. On the other hand cancer cells overexpress insulin-like growth factors and their receptors which mimic many activities of insulin. This prompted us to examine a hypothesis that insulin-like growth factors may be responsible for overexpression of tumor hexokinase. Our experiments demonstrate that insulin-like growth factor I indeed induces hexokinase gene expression in a concentration and time dependent manner in two cancer cell lines we studied.
9201666	Genetic testing for susceptibility to breast cancer: findings from women's focus groups.	Before designing an intervention to assist women in making informed decisions about BRCA1 testing, we conducted focus groups with women who had breast cancer and unaffected women whose relatives had it to better understand women's knowledge, concerns about testing, and potential influences and support needs in making a decision about genetic testing for susceptibility to breast cancer. Findings show a general lack of knowledge about genetic testing for breast cancer and what it means to have a positive test result, a strong concern for family members, particularly daughters, to use information from testing to help them make better decisions about their health and lifestyle choices, a strong sense of altruism, particularly among affected women, about being tested to help other women, not just family, and various support needs surrounding the testing experience, including an active role for physicians in the decision process. The major advantages to testing seem to be for information that could help reduce uncertainty and assist with making future decisions about medical treatment and plans for surveillance and some lifestyle changes. The major disadvantages to testing were concerns about confidentiality and loss of insurance, the lack of proven options for women after testing, and stress from knowing one had the BRCA1 mutation. These focus group discussions show women's concerns and ambivalence about genetic testing. We need to provide women with balanced information about the positive and negative aspects of such testing, determine how best to involve physicians in women's decisions about testing, consider the effects of testing on family relationships, and provide more public education about what genetic testing is and what it means.
9205049	Deficient transforming growth factor-beta1 activation and excessive insulin-like growth factor II (IGFII) expression in IGFII receptor-mutant tumors.	The insulin-like growth factor II receptor (IGFIIR) gene has been identified as a coding region target of microsatellite instability in human gastrointestinal (GI) tumors. IGFIIR normally has two growth-suppressive functions: it binds and stimulates the plasmin-mediated cleavage and activation of the latent transforming growth factor-beta1 (LTGF-beta1) complex, and it mediates the internalization and degradation of IGFII ligand, a mitogen. We used an immunohistochemical approach to determine whether IGFIIR mutation affected expression of these proteins in GI tumors. Four highly specific antibodies were used: LC(1-30), which recognizes the active form of TGF-beta1; anti-LTGF-beta1, which detects the LTGF-beta1 precursor protein; anti-IGFIIR; and anti-IGFII ligand. Twenty GI tumors either with (6 of 20) or without (14 of 20) known IGFIIR mutation were examined, along with matching normal tissues. Results were statistically significant in the following categories: (a) decreased active TGF-beta1 protein expression in IGFIIR-mutant tumor tissues versus matching normal tissues or IGFIIR-wild-type tumor tissues; (b) increased LTGF-beta1 protein expression in IGFIIR-mutant tumor tissues versus matching normal tissues or IGFIIR-wild-type tumor tissues; and (c) increased IGFII ligand protein expression in IGFIIR-mutant tumor tissues versus matching normal tissues or IGFIIR-wild-type tumor tissues. These data suggest that in genetically unstable GI tumors, mutation of a microsatellite within the coding region of IGFIIR functionally inactivates this gene, causing both diminished growth suppression (via decreased activation of TGF-beta1) and augmented growth stimulation (via decreased degradation of the IGFII ligand).
